ID,Level,X Coordinate,Y Coordinate,Mode,Zone,Biome,Chroma,???
2945,14,26,34,Terrain,Holo,65,Flow,48402
2946,3,1,4,Terrain,Kairo,51,Flow,44942
2947,10,14,8,Terrain,[YUNA],66,Flow,35005
2948,10,25,17,Terrain,[HYCA],14,Flow,46257
2949,11,8,6,Terrain,[DARK],83,Flow,27371
2950,5,7,4,Terrain,Xleph,84,Flow,33736
2951,13,17,5,Terrain,Nightrose,54,Flow,13840
2952,13,44,35,Terrain,Aetherking,32,Hyper,52074
2953,14,8,11,Terrain,Hyphae,40,Pulse,18365
2954,14,15,24,Terrain,Warp,44,Pulse,53969
2955,14,38,28,Terrain,Exduo,45,Flow,2136
2956,13,31,11,Terrain,Hypermage,72,Pulse,42514
2957,6,23,16,Terrain,Angel,42,Flow,15846
2958,14,34,43,Terrain,Holo,36,Flow,50963
2959,7,18,3,Terrain,Intro Forest,13,Flow,47865
2960,14,40,10,Terrain,Mirage,48,Flow,41100
2961,6,6,10,Terrain,Toad,27,Flow,50584
2962,13,29,28,Terrain,Hypermage,67,Pulse,50010
2963,13,34,22,Terrain,Hypermage,3,Flow,44870
2964,8,12,22,Terrain,Calyx,33,Flow,48403
2965,14,37,44,Terrain,Shiro,51,Flow,42827
2966,10,17,12,Terrain,[NEON],50,Flow,30943
2967,12,5,9,Terrain,Muxtai X1,33,Pulse,33302
2968,12,0,13,Terrain,Palace,7,Hyper,52286
2969,15,18,17,Terrain,Linosim,36,Pulse,52323
2970,5,15,8,Terrain,Tetsu,90,Pulse,29544
2971,10,26,22,Terrain,[SEP],47,Pulse,51069
2972,11,21,30,Terrain,[WEN],68,Flow,42597
2973,8,1,22,Terrain,Promiselands,27,Pulse,45951
2974,10,8,9,Origin Daydream,[MOON],71,Pulse,40730
2975,14,14,22,Terrain,Riso,39,Pulse,51628
2976,6,13,17,Terrain,Bubble,46,Pulse,35368
2977,14,27,3,Terrain,Holo,46,Flow,42338
2978,14,31,24,Terrain,Exduo,1,Flow,42712
2979,7,23,2,Terrain,Zerinia,49,Pulse,41422
2980,12,6,8,Terrain,Palace,46,Flow,21112
2981,10,26,25,Terrain,[SEP],49,Flow,32595
2982,9,7,1,Terrain,Dhampir,91,Flow,21756
2983,14,9,29,Terrain,Riso,51,Flow,31551
2984,11,19,14,Terrain,[DARK],90,Pulse,46150
2985,10,7,28,Terrain,[SEP],25,Pulse,34439
2986,11,12,19,Terrain,[BOSS],19,Pulse,46972
2987,10,15,3,Terrain,[SEP],64,Flow,41802
2988,13,27,45,Terrain,Hypermage,25,Flow,21203
2989,13,16,1,Terrain,Arc,80,Hyper,53829
2990,7,15,13,Terrain,Zerinia,51,Flow,51278
2991,13,21,5,Terrain,Mecha,50,Flow,27970
2992,16,12,5,Terrain,Blossom,63,Pulse,44120
2993,8,5,15,Terrain,Everglades,62,Pulse,43659
2994,13,24,32,Terrain,Arc,21,Flow,44149
2995,8,18,10,Terrain,Calyx,59,Pulse,52995
2996,5,8,4,Terrain,Tetsu,86,Pulse,45900
2997,7,13,9,Terrain,Zerinia,31,Pulse,50547
2998,13,34,26,Terrain,Dynacrypts,23,Flow,52924
2999,9,10,10,Terrain,Aria,90,Pulse,51994
3000,14,25,44,Terrain,Exduo,35,Flow,45314
3001,14,3,19,Terrain,Shiro,56,Pulse,51318
3002,14,35,7,Terrain,Holo,29,Flow,37192
3003,11,19,24,Terrain,[WEN],67,Hyper,51875
3004,3,1,0,Terrain,Kairo,46,Pulse,37165
3005,11,1,1,Terrain,[DARK],51,Flow,42991
3006,6,12,19,Origin Daydream,Toad,46,Flow,49747
3007,14,34,23,Origin Daydream,Exduo,57,Pulse,41933
3008,7,17,3,Terrain,Intro Forest,46,Pulse,40355
3009,13,6,5,Terrain,Grove,58,Flow,35668
3010,13,15,33,Terrain,Grove,56,Flow,46363
3011,9,10,3,Terrain,Dhampir,83,Flow,33077
3012,6,0,18,Terrain,Bubble,40,Flow,34622
3013,10,18,8,Terrain,[HYCA],65,Flow,25269
3014,13,11,16,Terrain,Hypermage,47,Pulse,32177
3015,14,13,28,Terrain,Warp,1,Pulse,22028
3016,10,27,31,Terrain,[SEP],21,Pulse,40532
3017,14,32,0,Terrain,Mirage,31,Hyper,44463
3018,15,12,3,Terrain,pfpfpfpbbx80,55,Flow,32880
3019,13,46,28,Terrain,Nightrose,36,Flow,35235
3020,14,32,6,Terrain,Radiant,32,Pulse,32702
3021,14,32,42,Terrain,Holo,48,Flow,52512
3022,10,31,6,Terrain,[NEON],43,Pulse,21355
3023,13,37,31,Terrain,Killscreen,55,Flow,52366
3024,14,6,17,Terrain,Holo,9,Hyper,42759
3025,17,9,7,Terrain,Alto,69,Pulse,42924
3026,14,38,33,Terrain,Hyphae,72,Flow,43729
3027,13,44,45,Terrain,Arc,61,Hyper,51501
3028,13,38,12,Origin Daydream,Arc,43,Flow,31050
3029,14,34,25,Terrain,Exduo,49,Flow,47816
3030,10,29,19,Terrain,[NEON],43,Pulse,19185
3031,16,3,8,Terrain,Greysunn,70,Hyper,32150
3032,15,19,4,Terrain,Linosim,46,Flow,38190
3033,9,6,7,Origin Daydream,Aria,88,Flow,21709
3034,14,21,34,Terrain,Hyphae,71,Hyper,38328
3035,9,13,6,Terrain,Aria,84,Flow,42795
3036,10,17,13,Terrain,[NEON],42,Flow,31683
3037,14,18,42,Terrain,Exduo,47,Flow,48125
3038,7,12,17,Terrain,Zerinia,47,Pulse,50008
3039,14,36,40,Terrain,Holo,45,Pulse,53237
3040,4,5,10,Terrain,Kairo,51,Flow,39828
3041,13,41,42,Terrain,Aetherking,54,Flow,16953
3042,17,15,8,Terrain,Alto,11,Pulse,25059
3043,14,18,36,Terrain,Exduo,56,Pulse,48064
3044,13,46,36,Terrain,Dynacrypts,28,Flow,51523
3045,4,5,1,Terrain,Kairo,54,Flow,35326
3046,14,20,34,Origin Daydream,Riso,58,Flow,35106
3047,13,12,6,Terrain,Hypermage,35,Flow,36877
3048,14,12,34,Terrain,Exduo,60,Pulse,40044
3049,15,3,16,Origin Daydream,Linosim,48,Pulse,39966
3050,7,23,3,Terrain,Zerinia,45,Flow,49902
3051,13,44,28,Terrain,Hypermage,56,Flow,38130
3052,2,6,3,Terrain,Kairo,69,Pulse,19483
3053,13,4,8,Terrain,Grove,56,Pulse,48902
3054,10,0,23,Terrain,[YUNA],29,Pulse,51772
3055,8,22,23,Terrain,Promiselands,1,Flow,39186
3056,6,15,20,Terrain,Ender,4,Flow,43091
3057,11,14,9,Terrain,[BLOOD],36,Flow,46338
3058,14,6,39,Terrain,Holo,57,Flow,31895
3059,5,13,9,Terrain,Royal,33,Pulse,38844
3060,10,29,11,Terrain,[HYCA],62,Flow,30355
3061,10,21,10,Origin Daydream,[CUR2],42,Flow,49409
3062,10,11,5,Terrain,[SEP],70,Pulse,45414
3063,13,18,7,Terrain,Grove,6,Pulse,22947
3064,16,4,8,Terrain,Greysunn,54,Flow,51136
3065,13,10,23,Terrain,Mecha,24,Pulse,13883
3066,13,17,8,Terrain,Nightrose,28,Flow,33299
3067,10,11,23,Terrain,[NEON],50,Flow,39418
3068,11,20,12,Terrain,[BOSS],51,Flow,34594
3069,4,13,8,Terrain,Kairo,52,Flow,46845
3070,8,14,3,Terrain,Kippsun,24,Flow,30411
3071,15,10,23,Terrain,Linosim,69,Flow,46273
3072,3,3,7,Terrain,Kairo,5,Flow,45462
3073,10,23,2,Terrain,[CUR2],84,Flow,31113
3074,11,29,7,Terrain,[BLOOD],65,Hyper,53835
3075,11,5,6,Terrain,[DARK],59,Flow,26925
3076,14,3,14,Terrain,Riso,45,Flow,31920
3077,11,0,28,Terrain,[HOME],23,Flow,8280
3078,14,22,2,Terrain,Holo,49,Pulse,18266
3079,9,9,1,Terrain,Dhampir,58,Flow,39457
3080,2,5,4,Terrain,Kairo,14,Pulse,22602
3081,15,4,6,Terrain,Venmon,8,Pulse,39137
3082,14,34,22,Terrain,Exduo,37,Flow,47736
3083,10,16,26,Terrain,[NEON],27,Pulse,35539
3084,13,15,8,Terrain,Hypermage,65,Flow,39202
3085,13,8,41,Terrain,Mecha,46,Flow,38787
3086,6,13,0,Terrain,Ender,28,Flow,45110
3087,7,10,15,Terrain,First Earth,35,Flow,51991
3088,13,31,12,Origin Daydream,Hypermage,8,Pulse,35987
3089,10,6,28,Terrain,[SEP],42,Flow,45335
3090,13,28,16,Terrain,Nightrose,56,Flow,37833
3091,11,17,18,Terrain,[MENU],84,Pulse,29255
3092,13,36,17,Terrain,Dynacrypts,57,Flow,37307
3093,5,5,14,Terrain,Tetsu,84,Flow,23448
3094,18,2,0,Terrain,Alto,88,Hyper,16453
3095,13,35,34,Terrain,Arc,44,Flow,52329
3096,10,4,31,Terrain,[SEP],90,Flow,36497
3097,14,43,4,Terrain,Mirage,72,Flow,28348
3098,11,26,27,Terrain,[BLOOD],53,Flow,32234
3099,13,4,28,Terrain,Hypermage,69,Flow,18405
3100,4,6,1,Terrain,Kairo,57,Pulse,38722
3101,11,2,10,Terrain,[DARK],25,Flow,29102
3102,14,39,37,Terrain,Shiro,32,Flow,43287
3103,8,15,9,Terrain,Akileaf,27,Flow,48701
3104,14,37,46,Daydream,Mirage,33,Flow,47440
3105,11,4,11,Terrain,[WEN],47,Flow,51771
3106,10,15,20,Terrain,[MOON],49,Flow,52122
3107,6,13,4,Terrain,Rocket,2,Flow,17290
3108,14,17,26,Terrain,Holo,36,Flow,43424
3109,16,11,3,Terrain,Mould,32,Flow,35333
3110,13,34,38,Terrain,Arc,38,Pulse,45353
3111,5,9,7,Terrain,Tetsu,87,Flow,28959
3112,13,25,15,Terrain,Nightrose,3,Pulse,22534
3113,16,1,19,Terrain,Greysunn,8,Flow,21290
3114,14,39,45,Terrain,Hyphae,32,Flow,43678
3115,14,41,32,Terrain,Hyphae,58,Pulse,39653
3116,14,31,33,Terrain,Shiro,36,Flow,38100
3117,13,44,16,Terrain,Grove,57,Flow,34578
3118,17,13,13,Terrain,Alto,43,Pulse,51733
3119,13,19,29,Terrain,Dynacrypts,50,Hyper,13393
3120,13,19,14,Terrain,Hypermage,6,Hyper,37368
3121,14,12,21,Terrain,Mirage,36,Flow,38147
3122,13,41,0,Terrain,Arc,7,Flow,34631
3123,6,1,9,Terrain,Angel,32,Pulse,22430
3124,5,0,10,Terrain,Xleph,0,Flow,46165
3125,14,43,25,Terrain,Exduo,7,Pulse,43925
3126,14,33,39,Terrain,Holo,38,Pulse,47887
3127,13,29,29,Terrain,Hypermage,50,Hyper,40526
3128,6,22,18,Terrain,Angel,39,Flow,42392
3129,10,26,24,Terrain,[SEP],4,Flow,25974
3130,11,23,29,Terrain,[WEN],50,Flow,45190
3131,16,4,10,Terrain,Treasure,49,Pulse,51760
3132,15,6,20,Terrain,Avidana,44,Hyper,28751
3133,1,2,0,Terrain,Kairo,31,Pulse,32060
3134,17,8,11,Terrain,Alto,43,Flow,51833
3135,9,8,14,Terrain,Wastelands,9,Pulse,49312
3136,17,8,14,Terrain,Alto,83,Pulse,47415
3137,14,42,6,Terrain,Mirage,56,Pulse,33688
3138,2,3,2,Terrain,Kairo,61,Pulse,20625
3139,14,33,38,Terrain,Holo,47,Flow,50210
3140,10,22,16,Terrain,[HYCA],1,Flow,43966
3141,10,29,12,Terrain,[HYCA],3,Flow,15771
3142,14,37,33,Terrain,Hyphae,23,Pulse,47928
3143,10,0,12,Terrain,[SEP],70,Flow,39691
3144,13,18,8,Terrain,Nightrose,50,Pulse,27644
3145,13,12,30,Terrain,Mecha,54,Hyper,38418
3146,14,35,47,Terrain,Mirage,70,Pulse,23135
3147,8,13,6,Terrain,Kippsun,29,Pulse,37733
3148,6,9,13,Terrain,Bubble,13,Hyper,33253
3149,4,13,11,Terrain,Kairo,53,Pulse,26430
3150,13,14,33,Terrain,Mecha,55,Flow,42565
3151,13,12,46,Terrain,Hypermage,58,Pulse,51655
3152,10,17,5,Terrain,[YUNA],32,Flow,46438
3153,13,3,17,Terrain,Nightrose,2,Flow,20174
3154,14,14,9,Terrain,Holo,31,Flow,32682
3155,14,16,45,Terrain,Hyphae,38,Flow,50943
3156,13,46,13,Terrain,Nightrose,70,Flow,32705
3157,13,21,17,Terrain,Nightrose,35,Pulse,28674
3158,14,39,46,Terrain,Hyphae,66,Hyper,35942
3159,12,13,8,Terrain,Muxtai X1,19,Hyper,41814
3160,11,16,7,Terrain,[MENU],10,Flow,48020
3161,17,5,8,Terrain,Alto,8,Pulse,45328
3162,10,22,19,Terrain,[SEP],53,Pulse,26451
3163,9,14,2,Terrain,Wastelands,86,Flow,33731
3164,13,14,22,Terrain,Mecha,51,Flow,51089
3165,4,2,9,Terrain,Kairo,54,Flow,41499
3166,11,20,1,Terrain,[MENU],31,Pulse,41663
3167,14,4,31,Terrain,Riso,49,Flow,37344
3168,15,11,22,Terrain,Linosim,27,Pulse,26447
3169,14,46,22,Terrain,Hyphae,0,Pulse,36674
3170,14,25,34,Terrain,Holo,62,Pulse,40124
3171,15,9,8,Terrain,Avidana,3,Flow,51156
3172,13,2,9,Terrain,Nightrose,65,Flow,28261
3173,14,25,41,Terrain,Hyphae,25,Flow,39140
3174,14,9,17,Terrain,Holo,7,Flow,42422
3175,11,12,14,Terrain,[DARK],56,Flow,40749
3176,14,22,33,Terrain,Mirage,47,Flow,37592
3177,6,22,2,Terrain,Bubble,52,Pulse,48595
3178,16,21,4,Terrain,Ouallada,43,Flow,50730
3179,6,7,20,Terrain,Mori,28,Flow,45984
3180,14,43,33,Terrain,Mirage,66,Flow,36404
3181,14,25,42,Terrain,Riso,24,Pulse,30903
3182,13,46,31,Terrain,Hypermage,45,Flow,22878
3183,13,29,38,Terrain,Grove,32,Flow,44917
3184,13,1,41,Terrain,Mecha,70,Flow,32561
3185,11,30,29,Terrain,[DARK],31,Pulse,41516
3186,13,9,45,Terrain,Hypermage,38,Flow,39204
3187,10,15,22,Terrain,[MOON],45,Flow,37250
3188,14,46,14,Terrain,Holo,36,Flow,51677
3189,14,39,19,Terrain,Mirage,54,Pulse,50498
3190,6,3,21,Terrain,Bubble,11,Flow,25517
3191,10,4,20,Terrain,[SEP],29,Flow,50332
3192,13,7,12,Terrain,Hypermage,40,Flow,41082
3193,10,23,12,Terrain,[MOON],4,Flow,25303
3194,14,47,36,Terrain,Mirage,29,Flow,48442
3195,11,1,21,Terrain,[BLOOD],54,Hyper,39873
3196,11,13,14,Terrain,[WEN],84,Pulse,52769
3197,14,15,19,Terrain,Hyphae,51,Pulse,37347
3198,7,17,14,Terrain,First Earth,50,Flow,47386
3199,13,47,10,Terrain,Hypermage,6,Pulse,24509
3200,11,31,25,Terrain,[MENU],7,Pulse,48435
3201,14,3,22,Terrain,Shiro,65,Flow,37354
3202,13,21,33,Terrain,Arc,72,Flow,21092
3203,14,15,4,Terrain,Mirage,1,Hyper,24741
3204,12,8,8,Terrain,Palace,2,Pulse,23239
3205,14,13,4,Terrain,Hyphae,4,Pulse,49690
3206,14,38,13,Terrain,Hyphae,44,Flow,50199
3207,13,33,30,Terrain,Dynacrypts,28,Pulse,37356
3208,11,15,2,Terrain,[HOME],59,Flow,29815
3209,14,29,20,Terrain,Holo,70,Flow,19546
3210,13,40,16,Terrain,Hypermage,34,Flow,45187
3211,12,14,14,Terrain,Palace,24,Pulse,29953
3212,14,5,1,Terrain,Hyphae,75,Flow,44584
3213,11,17,8,Terrain,[MENU],16,Flow,48242
3214,13,45,32,Terrain,Arc,61,Flow,17166
3215,13,5,38,Terrain,Mecha,55,Pulse,45600
3216,11,1,14,Terrain,[MENU],89,Flow,37788
3217,11,12,29,Terrain,[WEN],36,Pulse,51212
3218,9,14,8,Terrain,Dhampir,0,Flow,42638
3219,13,30,24,Terrain,Nightrose,23,Flow,34267
3220,14,43,11,Terrain,Holo,66,Pulse,50599
3221,9,6,8,Terrain,Dhampir,87,Flow,12959
3222,14,4,36,Terrain,Shiro,48,Flow,41313
3223,13,42,21,Terrain,Hypermage,71,Hyper,47108
3224,9,4,10,Terrain,Wastelands,89,Flow,28899
3225,16,21,14,Terrain,Mould,68,Flow,29009
3226,14,39,36,Terrain,Shiro,72,Flow,41694
3227,14,21,21,Terrain,Holo,2,Flow,40065
3228,6,1,5,Terrain,Bubble,0,Pulse,28622
3229,6,5,5,Terrain,Bubble,34,Flow,37973
3230,8,20,10,Terrain,Cradle,21,Flow,22836
3231,16,18,1,Terrain,Ouallada,46,Flow,52957
3232,12,1,7,Terrain,Palace,5,Pulse,45026
3233,10,19,12,Terrain,[CUR2],68,Flow,31115
3234,10,27,5,Terrain,[MOON],25,Pulse,34138
3235,17,4,10,Terrain,Alto,43,Flow,45438
3236,16,12,15,Terrain,Treasure,32,Flow,36131
3237,12,1,3,Terrain,Palace,33,Pulse,53356
3238,13,4,47,Terrain,Arc,61,Flow,24787
3239,14,9,36,Terrain,Mirage,3,Flow,29430
3240,14,35,22,Terrain,Riso,27,Flow,51726
3241,15,23,9,Terrain,Linosim,43,Flow,50128
3242,4,11,10,Terrain,Kairo,50,Pulse,53504
3243,14,16,9,Terrain,Holo,1,Flow,38821
3244,13,19,9,Terrain,Nightrose,60,Flow,28291
3245,13,26,30,Terrain,Arc,41,Flow,31835
3246,13,4,39,Terrain,Mecha,34,Pulse,44465
3247,14,4,13,Terrain,Exduo,50,Pulse,43750
3248,10,7,19,Terrain,[YUNA],89,Pulse,42523
3249,10,3,4,Terrain,[HYCA],41,Flow,46232
3250,6,20,5,Terrain,Mori,41,Flow,37724
3251,11,4,14,Terrain,[BLOOD],64,Flow,42098
3252,10,6,11,Terrain,[SUN],87,Flow,27558
3253,11,25,16,Terrain,[MENU],47,Pulse,52000
3254,4,7,1,Terrain,Kairo,53,Hyper,21987
3255,11,31,8,Terrain,[BOSS],51,Pulse,36266
3256,8,5,14,Terrain,Everglades,53,Flow,27499
3257,16,8,17,Terrain,Treasure,4,Hyper,40549
3258,15,14,23,Terrain,Blushing,49,Pulse,51028
3259,6,8,3,Terrain,Ender,39,Flow,47731
3260,8,4,19,Terrain,Kippsun,3,Flow,41291
3261,17,3,6,Terrain,Alto,3,Flow,29672
3262,11,16,14,Terrain,[WEN],3,Flow,27787
3263,17,5,11,Terrain,Alto,3,Flow,37900
3264,8,15,11,Terrain,Calyx,11,Flow,48495
3265,14,46,12,Terrain,Holo,58,Flow,36673
3266,6,14,11,Terrain,Mori,3,Flow,32069
3267,16,0,13,Terrain,Blossom,39,Flow,42227
3268,8,1,4,Terrain,Promiselands,48,Flow,50934
3269,11,4,30,Terrain,[DARK],44,Pulse,45673
3270,8,16,3,Terrain,Everglades,12,Flow,18890
3271,16,18,6,Terrain,Treasure,31,Hyper,51417
3272,10,31,23,Terrain,[YUNA],73,Hyper,50945
3273,13,24,38,Terrain,Hypermage,48,Flow,52995
3274,14,9,26,Terrain,Hyphae,75,Pulse,30078
3275,14,25,20,Terrain,Holo,48,Flow,53231
3276,7,11,18,Terrain,Jadeite,12,Pulse,45745
3277,5,1,4,Terrain,Xleph,64,Pulse,39154
3278,16,19,0,Terrain,Ouallada,56,Flow,49851
3279,11,14,10,Terrain,[BLOOD],1,Hyper,38054
3280,14,3,0,Terrain,Hyphae,48,Flow,53137
3281,13,12,20,Terrain,Mecha,48,Pulse,40073
3282,11,22,21,Terrain,[BLOOD],35,Pulse,30847
3283,4,6,0,Terrain,Kairo,53,Flow,43006
3284,13,22,47,Terrain,Arc,59,Flow,27118
3285,8,16,17,Terrain,Kippsun,33,Flow,40921
3286,14,5,18,Terrain,Holo,32,Flow,47977
3287,13,42,44,Terrain,Dynacrypts,31,Flow,30965
3288,5,13,3,Terrain,Tetsu,56,Flow,45342
3289,8,8,7,Terrain,Cradle,19,Pulse,46390
3290,8,4,17,Terrain,Cradle,10,Pulse,33150
3291,13,9,10,Terrain,Hypermage,46,Flow,21935
3292,13,3,33,Terrain,Nightrose,3,Flow,53800
3293,10,23,10,Terrain,[NEON],54,Pulse,52847
3294,9,15,10,Terrain,Aria,87,Flow,52105
3295,10,1,28,Terrain,[HYCA],57,Pulse,29485
3296,15,12,21,Terrain,Blushing,68,Flow,38279
3297,8,23,10,Terrain,Promiselands,27,Pulse,39725
3298,16,9,10,Terrain,Treasure,49,Pulse,52398
3299,11,14,28,Terrain,[WEN],73,Pulse,46861
3300,11,25,26,Terrain,[BOSS],0,Flow,49379
3301,9,14,10,Terrain,Dhampir,86,Flow,50562
3302,10,1,10,Terrain,[NOV],30,Flow,29225
3303,14,14,44,Terrain,Mirage,60,Flow,48323
3304,13,3,8,Terrain,Grove,60,Flow,44432
3305,15,8,6,Terrain,Pepo,46,Pulse,26639
3306,5,11,8,Terrain,Royal,6,Flow,30802
3307,14,35,3,Terrain,Exduo,41,Flow,34877
3308,14,9,3,Terrain,Riso,51,Hyper,42152
3309,12,8,3,Terrain,Palace,50,Flow,40358
3310,13,24,26,Terrain,Hypermage,43,Flow,29981
3311,10,23,13,Terrain,[MOON],65,Pulse,45197
3312,14,39,4,Terrain,Exduo,38,Flow,49627
3313,10,27,23,Terrain,[SEP],14,Pulse,48843
3314,10,8,31,Terrain,[SEP],42,Pulse,43744
3315,11,22,24,Terrain,[BOSS],49,Pulse,52351
3316,15,14,5,Terrain,Pepo,23,Pulse,31501
3317,7,5,5,Terrain,Mt Zuka,14,Hyper,52176
3318,13,33,6,Terrain,Grove,51,Flow,9939
3319,10,31,8,Terrain,[HYCA],61,Pulse,38859
3320,10,7,6,Terrain,[SUN],46,Pulse,52887
3321,12,2,9,Terrain,Palace,4,Flow,42341
3322,13,19,16,Terrain,Hypermage,59,Flow,52474
3323,16,8,13,Terrain,Mould,64,Flow,23855
3324,9,3,9,Terrain,Wastelands,88,Flow,37403
3325,14,26,25,Terrain,Radiant,48,Flow,51085
3326,19,5,0,Terrain,Alto,0,Flow,53461
3327,10,5,9,Terrain,[MOON],29,Flow,46451
3328,10,20,19,Terrain,[SEP],26,Flow,8495
3329,13,5,10,Terrain,Nightrose,27,Flow,44733
3330,13,33,34,Terrain,Hypermage,58,Flow,49227
3331,13,15,14,Terrain,Hypermage,66,Flow,49139
3332,11,24,18,Terrain,[WEN],42,Pulse,30984
3333,10,22,25,Terrain,[HYCA],53,Pulse,49400
3334,11,25,17,Terrain,[HOME],84,Hyper,27911
3335,14,18,38,Terrain,Exduo,9,Pulse,35575
3336,13,9,15,Terrain,Hypermage,62,Flow,49576
3337,16,16,16,Terrain,Greysunn,60,Flow,29372
3338,3,2,3,Terrain,Kairo,56,Flow,44184
3339,13,46,44,Terrain,Hypermage,44,Flow,38675
3340,13,7,45,Terrain,Hypermage,35,Hyper,49685
3341,4,11,8,Terrain,Kairo,51,Pulse,52729
3342,10,17,15,Terrain,[MOON],16,Flow,52316
3343,10,18,24,Terrain,[CUR2],1,Hyper,41286
3344,10,19,11,Terrain,[CUR2],91,Pulse,25800
3345,11,27,2,Terrain,[SOON],32,Pulse,47070
3346,5,11,6,Terrain,Tetsu,87,Flow,41372
3347,14,17,12,Terrain,Holo,53,Pulse,49700
3348,13,27,19,Terrain,Mecha,70,Flow,43765
3349,14,42,26,Terrain,Exduo,43,Pulse,50577
3350,15,6,11,Terrain,Blushing,39,Pulse,41330
3351,12,2,3,Terrain,Muxtai X1,11,Flow,40618
3352,14,37,10,Daydream,Exduo,43,Hyper,21928
3353,14,45,34,Terrain,Mirage,9,Flow,24829
3354,15,13,1,Terrain,Pepo,43,Pulse,19714
3355,6,8,14,Terrain,Mori,1,Flow,33574
3356,10,18,0,Terrain,[MOON],91,Pulse,42990
3357,13,28,11,Terrain,Nightrose,70,Pulse,22468
3358,11,31,11,Terrain,[BOSS],54,Pulse,37820
3359,13,38,14,Terrain,Dynacrypts,26,Flow,42357
3360,14,44,9,Terrain,Holo,65,Flow,29152
3361,13,25,27,Terrain,Hypermage,52,Pulse,51447
3362,9,11,0,Terrain,Wastelands,91,Flow,23747
3363,14,5,37,Terrain,Holo,44,Pulse,36692
3364,17,15,3,Terrain,Alto,20,Pulse,44220
3365,6,13,21,Terrain,Mori,31,Flow,46472
3366,16,17,7,Terrain,Treasure,2,Flow,31110
3367,6,8,5,Terrain,Toad,37,Pulse,33222
3368,17,13,5,Terrain,Alto,54,Pulse,42289
3369,14,5,10,Terrain,Warp,23,Flow,52760
3370,14,6,35,Terrain,Shiro,4,Flow,51441
3371,14,1,44,Terrain,Hyphae,33,Hyper,45767
3372,13,16,16,Terrain,Hypermage,43,Flow,48905
3373,11,28,1,Terrain,[DARK],47,Flow,48064
3374,13,22,7,Terrain,Mecha,45,Hyper,46236
3375,15,8,3,Terrain,Linosim,51,Flow,49882
3376,11,5,20,Terrain,[WEN],37,Flow,38071
3377,14,28,14,Terrain,Holo,33,Flow,16664
3378,4,1,9,Terrain,Kairo,3,Flow,38121
3379,9,3,6,Terrain,Dhampir,85,Pulse,43733
3380,13,39,47,Terrain,Valeria,57,Flow,32050
3381,10,15,5,Terrain,[SEP],84,Hyper,37673
3382,8,19,19,Terrain,Cradle,22,Flow,47151
3383,15,3,15,Terrain,Linosim,40,Flow,43225
3384,11,27,16,Terrain,[WEN],61,Flow,44311
3385,11,10,28,Terrain,[MENU],42,Flow,26292
3386,14,36,39,Terrain,Holo,6,Flow,52499
3387,8,4,18,Terrain,Akileaf,31,Hyper,19996
3388,14,15,21,Terrain,Exduo,8,Pulse,42062
3389,10,1,3,Terrain,[MOON],50,Hyper,32396
3390,11,31,6,Terrain,[DARK],50,Flow,32294
3391,8,14,2,Terrain,Kippsun,59,Pulse,25967
3392,6,20,2,Daydream,Ender,21,Pulse,43309
3393,10,2,8,Terrain,[SEP],22,Flow,49453
3394,8,18,7,Daydream,Akileaf,64,Flow,30260
3395,7,8,17,Terrain,First Earth,24,Pulse,50575
3396,14,10,45,Daydream,Holo,66,Flow,39828
3397,14,5,13,Terrain,Riso,69,Pulse,36959
3398,11,4,8,Terrain,[WEN],27,Hyper,26910
3399,13,42,6,Daydream,Dynacrypts,44,Flow,34303
3400,14,23,40,Terrain,Riso,26,Pulse,41903
3401,14,33,2,Terrain,Riso,45,Flow,50502
3402,15,16,5,Terrain,pfpfpfpbbx80,23,Pulse,18329
3403,10,17,17,Terrain,[NEON],17,Pulse,44045
3404,7,21,1,Terrain,Zerinia,71,Flow,27528
3405,16,6,21,Terrain,Dread,55,Flow,33167
3406,4,0,12,Terrain,Kairo,52,Flow,46600
3407,7,21,16,Terrain,Jadeite,52,Flow,46962
3408,13,15,28,Terrain,Hypermage,26,Flow,53170
3409,11,19,20,Terrain,[MENU],53,Flow,41979
3410,11,20,26,Terrain,[DARK],7,Flow,33756
3411,13,31,7,Daydream,Grove,7,Flow,13384
3412,17,15,15,Terrain,Alto,82,Flow,51548
3413,4,8,4,Terrain,Kairo,55,Flow,48407
3414,12,10,7,Terrain,Palace,16,Hyper,42123
3415,13,1,7,Terrain,Grove,0,Pulse,36398
3416,16,22,8,Terrain,Blossom,80,Flow,41720
3417,13,40,0,Terraform,Arc,43,Flow,40440
3418,13,9,33,Terrain,Mecha,57,Pulse,53092
3419,11,12,2,Terrain,[BLOOD],86,Flow,49436
3420,14,16,12,Terrain,Holo,21,Flow,43656
3421,13,8,15,Terrain,Hypermage,65,Flow,50977
3422,13,5,15,Terrain,Hypermage,39,Flow,13357
3423,14,26,35,Terrain,Holo,67,Hyper,52754
3424,4,4,13,Terrain,Kairo,50,Flow,48510
3425,7,15,7,Terrain,Intro Forest,45,Hyper,19738
3426,14,45,45,Terrain,Exduo,46,Pulse,53280
3427,10,20,16,Terrain,[HYCA],68,Flow,47975
3428,14,7,14,Terrain,Mirage,0,Flow,42557
3429,13,34,16,Terrain,Dynacrypts,60,Flow,40265
3430,15,6,21,Terrain,Avidana,39,Flow,48181
3431,13,0,25,Terrain,Hypermage,54,Flow,38284
